1,0
0.9995,0.018941
0.99801,0.037863
0.99552,0.056748
0.99204,0.075576
0.98756,0.094328
0.98211,0.11299
0.97568,0.13153
0.96827,0.14995
0.9599,0.16821
0.95057,0.18631
0.94029,0.20422
0.92908,0.22193
0.91694,0.23942
0.90388,0.25667
0.88993,0.27366
0.87509,0.29038
0.85937,0.30681
0.8428,0.32293
0.82539,0.33874
0.80716,0.3542
0.78812,0.36931
0.76829,0.38406
0.7477,0.39842
0.72637,0.41238
0.70431,0.42594
0.68155,0.43906
0.65811,0.45175
0.63401,0.46399
0.60928,0.47577
0.58395,0.48708
0.55803,0.49789
0.53155,0.50821
0.50455,0.51803
0.47704,0.52733
0.44906,0.5361
0.42063,0.54434
0.39178,0.55204
0.36254,0.55918
0.33294,0.56577
0.30301,0.57179
0.27277,0.57725
0.24226,0.58213
0.21151,0.58643
0.18055,0.59014
0.14941,0.59326
0.11813,0.5958
0.086719,0.59774
0.055226,0.59908
0.023678,0.59983
-0.0078934,0.59998
-0.039457,0.59953
-0.070981,0.59849
-0.10243,0.59684
-0.13379,0.59461
-0.165,0.59178
-0.19606,0.58836
-0.22692,0.58435
-0.25755,0.57976
-0.28792,0.57459
-0.31801,0.56885
-0.34778,0.56255
-0.37721,0.55568
-0.40626,0.54826
-0.4349,0.54029
-0.46311,0.53178
-0.49086,0.52274
-0.51812,0.51319
-0.54486,0.50312
-0.57106,0.49255
-0.59669,0.48148
-0.62172,0.46994
-0.64614,0.45793
-0.66991,0.44546
-0.69302,0.43255
-0.71543,0.41921
-0.73713,0.40545
-0.75809,0.39129
-0.7783,0.37673
-0.79774,0.3618
-0.81638,0.34651
-0.8342,0.33088
-0.85119,0.31491
-0.86734,0.29863
-0.88262,0.28205
-0.89702,0.2652
-0.91052,0.24807
-0.92312,0.2307
-0.9348,0.2131
-0.94555,0.19529
-0.95535,0.17728
-0.9642,0.1591
-0.97209,0.14076
-0.97901,0.12228
-0.98496,0.10367
-0.98992,0.084963
-0.9939,0.06617
-0.99689,0.047312
-0.99888,0.028406
-0.99988,0.0094717
-0.99988,-0.0094717
-0.99888,-0.028406
-0.99689,-0.047312
-0.9939,-0.06617
-0.98992,-0.084963
-0.98496,-0.10367
-0.97901,-0.12228
-0.97209,-0.14076
-0.9642,-0.1591
-0.95535,-0.17728
-0.94555,-0.19529
-0.9348,-0.2131
-0.92312,-0.2307
-0.91052,-0.24807
-0.89702,-0.2652
-0.88262,-0.28205
-0.86734,-0.29863
-0.85119,-0.31491
-0.8342,-0.33088
-0.81638,-0.34651
-0.79774,-0.3618
-0.7783,-0.37673
-0.75809,-0.39129
-0.73713,-0.40545
-0.71543,-0.41921
-0.69302,-0.43255
-0.66991,-0.44546
-0.64614,-0.45793
-0.62172,-0.46994
-0.59669,-0.48148
-0.57106,-0.49255
-0.54486,-0.50312
-0.51812,-0.51319
-0.49086,-0.52274
-0.46311,-0.53178
-0.4349,-0.54029
-0.40626,-0.54826
-0.37721,-0.55568
-0.34778,-0.56255
-0.31801,-0.56885
-0.28792,-0.57459
-0.25755,-0.57976
-0.22692,-0.58435
-0.19606,-0.58836
-0.165,-0.59178
-0.13379,-0.59461
-0.10243,-0.59684
-0.070981,-0.59849
-0.039457,-0.59953
-0.0078934,-0.59998
0.023678,-0.59983
0.055226,-0.59908
0.086719,-0.59774
0.11813,-0.5958
0.14941,-0.59326
0.18055,-0.59014
0.21151,-0.58643
0.24226,-0.58213
0.27277,-0.57725
0.30301,-0.57179
0.33294,-0.56577
0.36254,-0.55918
0.39178,-0.55204
0.42063,-0.54434
0.44906,-0.5361
0.47704,-0.52733
0.50455,-0.51803
0.53155,-0.50821
0.55803,-0.49789
0.58395,-0.48708
0.60928,-0.47577
0.63401,-0.46399
0.65811,-0.45175
0.68155,-0.43906
0.70431,-0.42594
0.72637,-0.41238
0.7477,-0.39842
0.76829,-0.38406
0.78812,-0.36931
0.80716,-0.3542
0.82539,-0.33874
0.8428,-0.32293
0.85937,-0.30681
0.87509,-0.29038
0.88993,-0.27366
0.90388,-0.25667
0.91694,-0.23942
0.92908,-0.22193
0.94029,-0.20422
0.95057,-0.18631
0.9599,-0.16821
0.96827,-0.14995
0.97568,-0.13153
0.98211,-0.11299
0.98756,-0.094328
0.99204,-0.075576
0.99552,-0.056748
0.99801,-0.037863
0.9995,-0.018941
1,-1.4696e-16
